,subject,condition,voi,b_mean,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20
10,BN003,introduction_1,Amy-BLA,-0.06176566674290198,0.6046501332779136,-0.0088527960375202,-0.1672535639794383,-0.4416089971241562,-0.4919911784370196,-0.6026459922130291,0.3228110764571402,0.2630313485671068,0.2230672250469885,-0.0980260367124645,-0.0387585965809943,-0.2438194417143828,0.2210757006189274,0.3032406905924802,-0.3549048473829106,-0.0587041237608379,0.3154895020147257,0.1680375664087744,-0.5427335653593329,-0.60741743854001
11,BN003,investment_1,Amy-BLA,-0.09661710737299753,0.23937464993032,0.0852511549784734,-0.0025685213717593,0.1882885638506181,-0.1986994238896523,-0.1816637222398258,-0.1408515168098208,0.2904601932657299,-0.2043375760421445,-0.281125256216248,-0.1095807002283352,-0.1963654506295448,-0.0789189919847975,0.1687339404662521,-0.0522765664193645,-0.5331894127962759,0.2644998311330384,-0.321120369362481,-0.3219247781487764,-0.5463281949453569
12,BN003,waiting_1,Amy-BLA,0.05767017827236766,-0.2401515313591434,0.2262794903950198,0.1644992579236072,0.8808490098323184,0.1276239292474101,-0.2038714229794003,-0.4894634358590228,0.09593056719819,0.113377066118419,0.060203407686563,0.3065949163955316,0.3172343332601122,-0.1678100227061408,-0.0311007854110791,0.0611580293186484,-0.157109278951919,0.0481871028932839,-0.2977703394480169,0.0212413738972002,0.3175018979957717
13,BN003,outcome_start_1,Amy-BLA,0.18178322697754692,-0.2532787605665413,0.2854686832614206,0.1051379942615113,0.8369562727919536,0.3755732959109056,-0.0815057767150678,-0.310757173668914,0.0433582720522322,0.317541420752146,0.2721699093188314,0.3698837041551067,0.0400848205070704,0.0325839079708001,-0.0950333368126095,0.1121266715815723,0.3833959596405631,0.0959066050767645,-0.0647326793857366,0.4071787195223781,0.7636060298965516
14,BN003,outcome_1,Amy-BLA,0.16907160877746694,-0.3522182059620715,0.1352361643757562,0.0309641098473027,0.690594933053638,0.2460720425301025,-0.1259586493154296,-0.1316764317013273,0.2151331528452781,0.2209844527437323,0.4439238580032353,0.1713526800628435,0.0254833032513673,-0.1583565722483529,-0.0570336547753664,0.2061814859120527,0.3342076361650581,0.2620140331433146,-0.0276005951802635,0.3157860052291497,0.9363424275693186
15,BN003,introduction_2,Amy-BLA,0.03185447848835537,0.6169596331523853,0.1209831937773223,0.086004633548893,0.4117991479253625,-0.1035290066277399,0.1808995355836388,-0.3581557113936588,0.1646094617597517,-0.2454691805160131,0.0719025727456463,-0.1482038919966198,-0.037473033129892,-0.121544687353652,0.2612063227082313,-0.3534422042130455,0.2676990744951871,0.1557975345631244,-0.4594390624054114,0.1999871456587918,-0.0735019085151948
16,BN003,investment_2,Amy-BLA,0.0005697594197850133,0.244366927886145,-0.0991959409769681,0.1337105933895525,0.0253932648643464,-0.0196739060371108,-0.0444238254642715,-0.3807169718475198,0.0953862458376593,-0.3784998597617019,0.2615352289083225,-0.179152593231052,-0.144957595826575,-0.1984729765461366,0.2227785787699164,-0.1859091201596757,-0.1477976551064069,0.3376587689677088,-0.5347311138147726,0.8938274899947314,0.110269648549509
17,BN003,waiting_2,Amy-BLA,-0.06434594861221787,-0.4070905844195894,-0.0780570460024712,0.2718767032250517,-0.3408755731724178,0.4502509878436118,-0.1321138531516552,-0.2883072223508499,-0.2018506982835992,-0.4352112486326641,0.1239180125118205,-0.1443088411349753,-0.2873777583588217,-0.2193837174025223,0.0235830870462553,0.4263537512037113,-0.45753010835974,0.1069258952734525,-0.4525958282593533,0.6205109656784498,0.1343641045019492
18,BN003,outcome_start_2,Amy-BLA,0.003926478353064501,-0.2288754740394452,-0.0242565668508756,0.2257542806091382,0.0305907597558018,0.6010673195383414,0.1963265529273471,-0.2555040934888255,-0.1589573412369253,-0.2694399518241749,0.2548850967505915,0.0898272011268541,-0.1191232212021363,-0.1849332237389908,0.0273046276542119,0.2269428733177214,-0.5460411805152201,0.041972141503843,-0.3644262841628285,0.3261819173774133,0.2092341335594485
19,BN003,outcome_2,Amy-BLA,0.11781478960937683,-0.2169486442608997,0.0576063951271618,0.065242078350434,-0.0011720915013935,0.4946943470418768,0.7285024377847863,-0.3367819109642857,-0.0891764448411712,-0.041589506762058,0.34580612183856,0.4302666492197005,0.4157478184167443,-0.1122078494470096,0.0983393122459874,0.3024037919226419,-0.398826504004591,0.011512094845558,0.0445324495558581,0.3966829398272376,0.161662307792399
20,BN005,introduction_1,Amy-BLA,-0.02403979678280464,0.0009767234266156,0.0239484502804853,-0.1462227537617179,-0.2792414841686356,0.0360203129810068,0.026235675785419,-0.0287957415706945,0.0756721860835641,0.0119764503799385,0.0364324472525701,-0.5068155642896712,0.2743662317314822,0.0688193009736428,-1.3418140405671004,-0.1609420239967182,1.8013508445731796,-0.030198487983411,-0.2743884996092769,-0.0605679012473855,-0.0076080619293857
21,BN005,investment_1,Amy-BLA,0.01948101782329085,-0.0053741762374865,0.2224079042213838,-0.1199047222511347,-0.1814962892982345,0.0389091139363967,0.0528326605572026,-0.0405849199718055,0.0303197304488052,0.1489643226006662,0.0508743011728557,-0.5469270280032335,0.0209345115036351,-0.0215367730006967,-0.6599064271467792,-0.2368461801893484,1.3728986391891616,0.3061662513435299,-0.2526356237701355,0.2623240025177185,-0.0517989411566837
22,BN005,waiting_1,Amy-BLA,0.10037919177893018,0.1744676086468146,0.034900732840208,-0.1837388098594556,-0.1828969366845936,0.1405496909556215,0.4706932370446819,0.2003314338650478,-0.008774321829214,0.1603250909553578,1.2833040060832952,-0.2582413122793899,-0.0402397047093526,-0.1562412947491269,-0.517625408397142,-0.245137398909,0.0618213491976774,0.3505123711208056,0.1396990464239361,0.9485608254491646,-0.3646863695867323
23,BN005,outcome_start_1,Amy-BLA,0.16680440789353584,-0.0069189173001367,-0.0483369001114521,-0.1577206121143534,-0.0160378628591178,0.2401372101051335,0.6337973983559964,0.4627686449945357,0.1004164870469657,0.3308983043041137,1.1576802259299634,-0.0338796496394103,0.1391644634143381,-0.2042327851430787,-0.644464435030271,0.0131585116268104,0.1359269593444398,0.1457357705590178,0.3303939534214226,1.080209499904994,-0.3226081089391945
24,BN005,outcome_1,Amy-BLA,0.10527599849053022,-0.0586354750271471,0.0326477730767292,0.0469400423736125,-0.0487891910481278,0.2383397063268396,0.6295785531177726,0.4841385265067817,0.0566168071808388,0.2019101395301961,0.0406607365427812,-0.0464171262203718,0.0695691589947438,-0.0026658388045521,-0.5265484852348069,0.0500372386468621,0.5083473214501177,0.1559203433247602,0.5414346711401092,-0.032919624954357,-0.2346453071121777
25,BN005,introduction_2,Amy-BLA,-0.0950644190209159,0.1307864946655813,-0.1990645504166397,-0.2673875675448243,0.0514962928303728,-0.0180159082643977,-0.3287116967389081,-0.4127925951513698,-0.3407198473331415,-0.1821883411840705,-0.190487431801034,0.2564241788409337,-0.0767420050787036,-0.2029687762965693,-0.3699020520616256,0.351628221454818,-0.6322191157993619,0.1435521365797827,-0.3386216320315754,0.0190653268285869,0.7055804880838281
26,BN005,investment_2,Amy-BLA,-0.0495518695383329,0.1719429107296904,0.0771546130892829,-0.1836616372384661,-0.1908217434080421,-0.2229283001562552,-0.2758484570286222,-0.113951529355713,-0.0917365294444561,0.0276107902626935,0.0925296762975797,0.1590346674208925,-0.1332534563223381,0.2063844579625535,0.1300242431016914,0.4627659607970677,-0.9065818854633352,0.0862154319697125,-0.2077250583651827,-0.1432710447736384,0.0650794991582272
27,BN005,waiting_2,Amy-BLA,0.030562719726974198,-0.029773648561477,0.0505787259692879,0.1813184813930726,0.0323910971497968,-0.5322847113219353,0.1221795595750222,-0.4392041947765608,-0.0034966480954818,0.1360061457592107,-0.1810351635510336,0.1626118195869776,-0.0656413272638899,0.2862857391284528,1.9433392813027652,0.4352575098936957,-0.9773112091969648,-0.0797761145897523,-0.1886244066896997,-0.195985711409953,-0.0455808297620494
28,BN005,outcome_start_2,Amy-BLA,0.15624352740955244,-0.056540789433675,0.0408267406852006,0.2077553694865226,0.4907272252461661,-0.2490808340904216,0.2693418485618236,-0.3143946122357031,0.0956907263862633,0.0587028068086687,-0.3071625191216236,0.0198712972015953,0.0616760258473814,0.1539162110352227,3.38287825509212,0.3988911318232582,-0.4380575456400895,-0.2244310888866389,-0.2787042993842865,-0.1638553458665693,-0.0231800553241665
29,BN005,outcome_2,Amy-BLA,0.1945107698985012,-0.0266946875226362,0.2218613830063111,0.2693752797272997,0.6206802634657053,-0.0712938378301051,0.2176382752784119,-0.138449082726459,0.3501973446679055,-0.0169598678700045,-0.1955476328130718,-0.0245322413645567,0.079806180782938,0.0937808635948443,2.435504846186798,0.7756248631473937,-0.3467579499776697,0.1496727960818985,-0.1296744188980071,-0.3847571495938954,0.0107401706269235
30,BN006,introduction_1,Amy-BLA,-0.11595251695689553,-0.0101946679658331,-0.232533993802928,-0.3000123875649655,0.0354102508976248,-0.201776475284356,-0.4206533453466739,0.0942208118719643,-0.432709568890894,-0.129305906483048,-0.300123510259251,0.1828827374314719,-0.2167306287535809,0.2906519255330429,0.0845189038742688,-0.0096279377784215,-0.16532945258446,-0.3972038211850399,0.2481120386536925,-0.2619998882361767,-0.1766454232643467
31,BN006,investment_1,Amy-BLA,-0.11681845976086869,0.1753798655845583,-0.2764449571923705,-0.0384656614348036,0.1676752370760637,-0.1327807477162144,-0.6805590534307369,0.0867382698214726,-0.4027959250266795,-0.0849908352782047,-0.4142055739012995,-0.2210004385334232,-0.2412298908847085,0.0932587777863588,0.097612029683778,0.6531672676645186,0.2769982088342018,-0.3807061637540598,-0.5736307102785513,-0.2252086530105706,-0.215180241226703
32,BN006,waiting_1,Amy-BLA,-0.15002970085011355,0.4448177663221362,-0.2221984286768387,-0.1832875816415354,0.2671559221536964,-0.0651346708194936,-0.3460830445065455,-0.1012783301890977,-0.1984698888347097,-0.1977509633390214,-0.1655493996232017,-0.4279677139809929,-0.1188645987293501,-0.4088579723123514,-0.2259680585315875,0.1430203224524381,0.405068889865711,-0.4584133159184078,-0.8707480070863792,-0.055017708271483,-0.2150672353352569
33,BN006,outcome_start_1,Amy-BLA,-0.03923564144062279,0.5712815565194619,0.0614018268699521,0.1320404763456737,0.1670304062754688,0.0024360921859259,-0.0280294283231058,-0.1564307881209482,-0.0868663810625314,-0.1622334372126614,0.0967122814943529,-0.2969603089914321,0.1087111857449783,-0.4828557462114335,-0.158634545313803,0.0553477683669192,0.095525944907277,-0.1366415332784663,-0.6315399585512634,0.1368154842815502,-0.0718237247383708
34,BN006,outcome_1,Amy-BLA,0.15529647308890976,0.4469471585263667,0.3524485167022753,0.1628244506534708,-0.1061649578018259,0.1994829457414551,0.0744468013902783,-0.2145855275242497,0.1312620347059284,-0.252346119242892,0.4146023915529123,0.2188966741616786,0.5676458595097779,-0.1480778407927905,0.1325332422700795,0.3243118126152592,-0.0043877165384806,0.2433401952582072,0.113344474343817,0.317522460821538,0.1318826054253893
35,BN006,introduction_2,Amy-BLA,0.046116747129096906,0.3157692474739628,0.0103706456821046,-0.1952730120061843,-0.0998174619058101,-0.007460465692892,0.3179813077409924,-0.4211583823302517,0.1475927501761786,0.1290878645963361,0.4135410071131216,0.0768602420128382,-0.165385792135929,-0.178257876466916,0.0643823439678925,0.1723816247134172,0.0474688728876343,0.0657271297516495,0.6342198254318819,-0.1910246336063808,-0.2146702948217077
36,BN006,investment_2,Amy-BLA,-0.017493465009646054,0.4016456957214812,0.2399660409645079,-0.1604258051392165,0.126646368891854,-0.0024546882838748,0.249270867311472,-0.2707364785022913,0.0334053179621704,0.2508187642389281,-0.2200080466322268,-0.3653044758748403,-0.2341746973322408,-0.0961545860246138,-0.1462199842376318,-0.1608779193652925,-0.04798702275396,-0.0913861662694193,0.3891025760979439,-0.0134831311621941,-0.2315119298034765
37,BN006,waiting_2,Amy-BLA,-0.12613357862285368,-0.0417950763388873,0.1536577209118122,-0.2957757437526822,0.1969963313156331,-0.1527042377461479,0.1644513615052535,0.2084844093275801,0.0806409173935147,0.0278084071564798,-0.2038555716536117,-0.6613155339944429,-0.3524011812744124,-0.0086611156201854,-0.2471748213657974,-0.5200285602972385,-0.3582142528083721,-0.2844824504190587,-0.2435286024333971,0.068199400985342,-0.0529729733484558
38,BN006,outcome_start_2,Amy-BLA,-0.09308139275473747,-0.0855693783239957,0.1460115120402566,-0.1970534720580385,0.1688454061032107,0.0491890913557212,0.1160999262656469,0.4765406485764497,0.2101308126200489,-0.0003255627976104,-0.1792066396016046,-0.5965464169878935,-0.400354090665514,0.0092975295944268,-0.1849669486867159,-0.4358650249645959,-0.4439274036941769,-0.2218872216555238,-0.4082766758916875,0.0327464110955256,0.083489642581321
39,BN006,outcome_2,Amy-BLA,0.08189708042196739,-0.2275600182679785,0.4167897361369962,0.1103606256161407,0.2704929719534151,0.1724508325226067,-0.0620945523501502,0.5739729168780648,0.2923062484643353,0.1284990779177703,-0.0826672655497999,-0.0674358689782603,-0.2124623912897666,0.1350663045590407,-0.0117353239565767,-0.377941360047215,-0.0513299356841615,0.4008582955970667,-0.265881151548267,0.2034563498197594,0.2927961166463278
40,BN007,introduction_1,Amy-BLA,-0.03878637625295343,-0.2236303645094206,0.2873827286865656,-0.2489949386299074,-0.5110963522943968,-0.1564151198308014,-0.1934788655566918,-0.5469497097457271,-0.1474641658095123,0.0557275468102764,0.3108884228314604,-0.0723777702882087,-0.363180565051398,0.2069671023176065,0.3528033606682393,0.1878380753675718,-0.1962849984529199,-0.0398841444051836,0.0407635082185775,0.3777057504487062,0.1039529741660949
41,BN007,investment_1,Amy-BLA,0.026476510762432116,-0.0141538650536369,0.0815862743010805,0.1702257673241538,-0.1121992011750313,-0.2820885628271955,0.1284494133602773,-0.3243472508448521,-0.3852879228644391,0.0180942177220727,0.1397977066586608,-0.0664686176992351,-0.184794564204056,0.3312094691635881,0.2485555382013115,0.1163725699690452,-0.1185812601804555,-0.0158598272401194,0.0569443880123916,0.440703133491603,0.3013728091334787
42,BN007,waiting_1,Amy-BLA,0.09991541337797599,0.3802427955816095,-0.0010404622667712,0.3549455374553143,0.5382595645094911,-0.1166038383708939,0.5278240617884283,0.0341910294035038,-0.2942917973509206,-0.1868740465198136,0.1001432290390788,0.1033140726122075,-0.2659824379178648,0.3741244108300317,-0.0181567492772262,0.1107884014673258,0.0249572923664205,-0.1207015573682683,0.0884221479679979,0.2554312342673984,0.109315379342471
43,BN007,outcome_start_1,Amy-BLA,0.23230041079386354,0.7220936464728296,0.1753382531374561,0.5719274293645039,0.8533928610323986,-0.0260536007376753,0.705925047787874,0.1587157888813203,-0.0428949317779778,-0.1658830696929753,0.1233056220289735,0.2868633338942243,-0.1666655666062097,0.199324814615932,0.0096133307105447,0.2429105633014329,0.1486123299717391,0.0194773550287384,0.4062285167364147,0.3214324086851259,0.1023440830425999
44,BN007,outcome_1,Amy-BLA,0.20322260395305597,0.5164774632790313,0.3281871479639114,0.1805741392771032,0.2287720757225645,-0.0042495578665882,0.5012679542939423,0.0445874666086534,0.2751322243648775,0.0736366902435021,0.0343865748132132,0.3056582267973502,0.073238514581675,0.0004095271898802,0.3115113836476123,0.5612982051424248,0.1960650103312916,-0.0233221700564259,0.3240235855125109,-0.1505686486950957,0.2873662659096863
45,BN007,introduction_2,Amy-BLA,-0.09060711971167278,0.4614338072184791,-0.7784594855344296,-0.3231549852119562,-0.3652224842280616,0.1883440561267898,-0.1718073431273942,-0.360020088293054,-0.0373764311198115,-0.3636531332840115,0.95766187747397,0.031838062134276,0.0026209799511652,-0.1819482628298318,-0.3911909877991961,-0.362073376198306,0.1290167678852266,-0.2314195480901924,-0.0784870340153405,0.0248786651441158,0.0368765495641072
46,BN007,investment_2,Amy-BLA,8.546532595417322e-06,0.487622572207089,-0.5816788470380919,-0.2643866188253782,-0.1698762453194298,0.2303707128834189,-0.171168032463953,-0.2406317955406031,0.0627877757560324,-0.3310381081688312,0.8840066092381983,0.2508350908397145,0.1795364374549884,-0.0867370051696302,-0.3813410030920831,-0.4314265082076295,0.4306516579045662,-0.1311090674467515,-0.0099198310418083,0.0420690530570099,0.2316040836250805
47,BN007,waiting_2,Amy-BLA,-0.01727350451317675,0.0365435196995767,-0.2510837818351991,-0.0694325225896162,0.0714975534250931,0.2755536522288337,0.0082908706062406,0.066154914476453,0.3299090780945205,-0.5371451506141439,0.1637607192277191,0.1838344366962918,0.1182894582521761,0.0855645228909134,-0.3833880335537619,-0.3129808499030588,0.2005484138778254,-0.1866548943510046,0.0074865746875715,-0.2285926767807336,0.0763741052007682
48,BN007,outcome_start_2,Amy-BLA,0.053209712362442374,0.0185296721928075,-0.0844736290009828,0.1185417819454679,0.314315295785161,0.3295668934851133,0.1201175937715751,0.4324785316277033,0.5231472077020195,-0.4378283747007053,0.0284165938309867,0.1497478272882492,0.0522742473541212,0.0273449842469406,-0.2998412219733998,-0.0731052568348093,0.0711259929642394,-0.2632075285093799,0.1330220627778718,-0.1125030307610195,0.0165246040568876
49,BN007,outcome_2,Amy-BLA,0.09613209298492323,-0.0190096246209834,0.2039690056562748,0.2485814939572716,0.5053012658614033,0.2405375717118438,0.1030152453261908,0.6655353798744464,0.5142572773169187,-0.0978788099384031,-0.0736741335119434,0.1054763399015588,-0.1366511519942673,-0.2580558456963032,-0.1641064537750025,0.0135785762305738,0.1331994533921709,-0.1883365288175856,0.1208982091636412,-0.1001664012408849,0.1061709909015437
50,BN008,introduction_1,Amy-BLA,-0.1337561719813613,0.3113938689387737,0.1119143289074816,-0.1933681691337771,-0.0247509843272506,-0.2330225423604108,-0.3545485052137658,0.0723489675569793,-0.3926002292265252,-0.1939606035018506,-0.0667652327415626,-0.2970252119088736,-0.3913750298152218,0.0675549264995311,-0.3145413201336955,-0.0954744120620975,-0.3384531444508569,0.0578539129415257,0.0710852693755315,-0.4526891915331988,-0.0187001374379628
51,BN008,investment_1,Amy-BLA,-0.1818939063456084,0.166818404529973,-0.1094534545856143,-0.2157115657031086,-0.1165993869733463,-0.0178594358133679,-0.0476946050245396,-0.2585008968681326,-0.3530282991413435,-0.5000645774107065,-0.3776245958585825,-0.3535238363030077,-0.3854307200994705,-0.1941238828418636,-0.2924725523950713,-0.2321666817136816,-0.3029474352085546,-0.2675240413055462,0.5348903820699822,-0.0074512452627466,-0.307409701003439
52,BN008,waiting_1,Amy-BLA,-0.10705403413144635,0.0037154802207498,-0.1901151874160703,0.0128842893981437,-0.1514897723244665,-0.0750382866589093,0.2349847174721257,-0.1957120166315896,-0.13743167578174,-0.2563347751591365,-0.528297398026853,-0.1624269846887161,-0.2598789608603428,-0.283803086468377,-0.3106969794647526,-0.2491858317523651,-0.1577191928374619,-0.1332834120578057,0.6226158473747779,0.4615437663383512,-0.3854112233044887
53,BN008,outcome_start_1,Amy-BLA,0.07935646889401511,0.1417592897082109,-0.0347313568578278,0.2501234136858893,0.1828817039965086,-0.2107467689508231,0.2809810272990353,-0.0140486339648307,0.0720817727032609,0.3428970381782317,0.0337758836943172,0.0498045938281086,-0.0149855734844391,-0.1334257767642439,-0.1181569286788919,-0.0599247493986796,-0.0295750253299428,0.1152236813302299,0.7171919680951687,0.3431981382983799,-0.3271943195073601
54,BN008,outcome_1,Amy-BLA,0.1595599309694838,0.2079108720241601,0.0431902924913358,0.109730130305917,0.3076340396066856,-0.0007568975953835,0.3919838662498907,0.1318520165357813,0.1698258271089036,0.551619498560673,0.2959152783468728,-0.0177314936888639,0.0955735978744911,-0.0918220211042715,0.1013895446705526,0.0837155241909423,0.2395887528599345,0.2127343211318776,0.5052198755304025,-0.0763254188899409,-0.0700489868202856
55,BN008,introduction_2,Amy-BLA,-0.15055511268469374,0.1636716541168492,0.0001694952514826,-0.142725780955771,-0.0703259053565271,-0.2337657245693965,0.3282507956999019,-0.0324938581138083,-0.269572949276487,-0.0147256018872935,-0.3902558975916965,-0.1443453267457137,0.0426873866725157,-0.6159793679749422,0.2057766561603013,0.1650330899798752,-0.2511516126479448,-0.2238666728400099,-1.1914821670358948,-0.1454771383570106,-0.1905233282223048
56,BN008,investment_2,Amy-BLA,-0.10447034644107314,0.2734656291306279,0.1170178495574919,-0.0007821881348389,-0.003292625404992,-0.1415635639477306,-0.682078597495999,-0.0958570989246287,-0.3302439767286385,-0.1622786092366158,-0.3402234609061485,-0.0887396857887518,0.0754451272337736,-0.60449045754878,0.3629555421936183,0.1629418935361939,-0.0167501975632279,-0.0312481668545315,-0.3789595334964213,0.1131405719845294,-0.3178653804263933
57,BN008,waiting_2,Amy-BLA,-0.05158204264532431,-0.9431070503723464,-0.133468083933566,0.0561392763195166,0.102026589091996,0.0325426676851881,-1.3516137682187512,-0.0628928710202924,-0.2578411693551983,-0.0378551951315133,-0.0789453146834941,0.1403277578794206,0.208244379770805,-0.425817240410911,0.4858653685712276,0.1972617362365644,0.0244914528541644,0.8103729746697872,0.0063877490665373,0.418223122945311,-0.2219832348709318
58,BN008,outcome_start_2,Amy-BLA,0.10970163087129292,-0.895457440968291,-0.0759474570175746,0.2058234598808233,0.2605419644426401,0.0749652548662534,-1.402512615589975,0.0461554682428042,-0.0779597186384667,0.1436712526602472,0.2440797242851398,0.3489200025466871,0.4335741209234451,-0.117185312194385,0.5029969599756113,0.2018250590940093,0.1099658260856484,1.8404411415697608,-0.1910736069651861,0.4656386813020698,0.0755698529245969
59,BN008,outcome_2,Amy-BLA,0.2402861634181273,-0.4832742816062158,0.1783402675470086,0.1481887983653905,0.3754763371169723,0.0415708319305448,-0.6391451700756692,0.2742383721932495,0.2801921121680795,0.2678298526846123,0.4414341794840997,0.5048922570896861,0.5515737208482231,0.0955989534054353,0.5994356958183386,-0.2195755518027531,0.1611963913650104,1.8870101792125415,-0.2935550453039523,0.3330892652375035,0.3012061026844399
60,BN009,introduction_1,Amy-BLA,-0.10555596683394985,0.5918407646964646,-0.2324381861718537,-0.04666972794314,0.0227557834082962,0.0018090123463769,-0.4448717425939962,0.005422489126611,-0.3259198135416141,-0.2574885944913386,-0.2321116502367158,-0.1174365798286516,-0.10451676645917,-0.5309133986681546,0.3170881971649353,-0.2275090858240156,-0.0073688745467959,-0.3207948340785674,-0.0331268346280339,-0.1104881018688897,-0.0583813925407438
61,BN009,investment_1,Amy-BLA,-0.16797905105578342,-0.2128565633407468,-0.1301178163384499,-0.1559327127619044,0.0995582678485728,0.098978509489486,-0.412371568002682,-0.0564907385042057,-0.0641345642850636,-0.2424730442738997,-0.0705855363655811,0.0142483889222712,-0.3104652639451659,-0.7672654283418233,0.2910692322737508,-0.3338760432004053,-0.1689639444505347,-0.4959047282670743,-0.0118560999134532,-0.3289409893781895,-0.1012003782805697
62,BN009,waiting_1,Amy-BLA,-0.02415810091560845,-0.17748527975618,0.2619590278227006,0.037380142437817,-0.1407749208419979,0.2814868934006449,-0.154728467750718,0.1328439476114342,0.2403818611058267,0.0018242394313365,0.1784757992238321,-0.0243531828380908,-0.1172415300788557,-0.5644680868647175,0.1478751894847096,-0.3098695855549158,-0.0143850025487428,-0.4413561302465345,0.2523822899290776,-0.1939380705208475,0.1208288482420523
